customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity
9207-ZPANB,Male,0,No,No,37,Yes,Yes,DSL,Yes
5766-XQXMQ,Female,0,No,No,29,Yes,No,DSL,Yes
9327-QSDED,Male,0,No,No,8,Yes,No,DSL,No
1656-DRSMG,Female,0,No,No,63,Yes,Yes,Fiber optic,No
3012-VFFMN,Female,0,Yes,Yes,7,Yes,No,No,No internet service
2984-AFWNC,Female,0,No,No,3,Yes,No,Fiber optic,No
0640-YJTPY,Male,0,Yes,Yes,72,Yes,No,No,No internet service
8096-LOIST,Female,0,No,No,19,Yes,No,DSL,No
9764-REAFF,Female,0,Yes,No,59,Yes,No,No,No internet service
3703-VAVCL,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No
7107-UBYKY,Female,0,Yes,Yes,35,Yes,Yes,No,No internet service
4881-GQJTW,Male,0,No,No,14,Yes,No,No,No internet service
8519-QJGJD,Female,0,No,No,14,Yes,No,Fiber optic,No
7876-DNYAP,Female,0,Yes,Yes,69,Yes,No,No,No internet service
7905-NJMXS,Male,1,Yes,No,7,Yes,Yes,DSL,Yes
2882-WDTBA,Male,0,Yes,Yes,69,Yes,No,DSL,Yes
2091-GPPIQ,Female,0,Yes,Yes,72,Yes,Yes,DSL,No
6326-MTTXK,Male,0,No,No,8,Yes,Yes,Fiber optic,No
5071-FBJFS,Female,0,Yes,Yes,4,Yes,No,DSL,Yes
2796-UUZZO,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No
2429-AYKKO,Male,0,No,No,72,Yes,No,No,No internet service
9798-OPFEM,Female,0,No,No,46,Yes,No,No,No internet service
0330-IVZHA,Female,0,Yes,No,5,Yes,No,Fiber optic,No
3794-NFNCH,Male,0,Yes,No,30,Yes,No,DSL,No
5193-QLVZB,Male,0,No,No,63,Yes,Yes,Fiber optic,No
7114-AEOZE,Female,0,No,No,60,Yes,No,No,No internet service
2886-KEFUM,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No
5522-NYKPB,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No
4237-RLAQD,Male,0,No,No,1,Yes,No,DSL,No
9957-YODKZ,Male,1,Yes,No,6,Yes,Yes,Fiber optic,No
6518-KZXCB,Male,0,No,No,22,Yes,Yes,No,No internet service
2245-ADZFJ,Female,0,Yes,Yes,31,Yes,Yes,DSL,No
7776-QGYJC,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No
9313-QOLTZ,Male,0,No,No,26,Yes,No,No,No internet service
9651-GTSAQ,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes
3186-BAXNB,Female,0,No,No,1,Yes,No,Fiber optic,No
4672-FOTSD,Male,0,No,No,12,Yes,Yes,DSL,Yes
0637-YLETY,Female,0,No,No,16,Yes,Yes,Fiber optic,No
9818-XQCUV,Female,0,No,No,2,Yes,No,No,No internet service
7338-ERIVA,Male,0,No,Yes,39,No,No phone service,DSL,Yes
1157-BQCUW,Male,0,No,No,1,Yes,Yes,Fiber optic,No
8259-NFJTV,Female,0,Yes,Yes,7,No,No phone service,DSL,Yes
3223-DWFIO,Male,1,No,No,4,Yes,No,Fiber optic,No
2660-EMUBI,Male,1,No,No,10,Yes,Yes,Fiber optic,No
6968-GMKPR,Female,0,No,No,55,Yes,No,Fiber optic,No
4751-ERMAN,Male,0,Yes,Yes,72,Yes,No,DSL,No
1436-ZMJAN,Female,0,Yes,No,10,Yes,No,DSL,No
3292-PBZEJ,Male,1,No,No,11,Yes,Yes,Fiber optic,No
0799-DDIHE,Female,0,Yes,Yes,15,Yes,No,DSL,No
3070-FNFZQ,Female,0,Yes,Yes,23,Yes,No,No,No internet service
2812-SFXMJ,Male,0,No,Yes,1,Yes,No,No,No internet service
7675-OZCZG,Female,1,No,No,3,Yes,No,DSL,No
5014-WUQMG,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes
5312-TSZVC,Female,0,No,Yes,15,Yes,No,No,No internet service
2003-CKLOR,Male,0,No,No,66,Yes,No,Fiber optic,No
0993-OSGPT,Female,1,Yes,No,68,Yes,No,DSL,No
9254-RBFON,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No
1205-WNWPJ,Female,0,No,No,7,Yes,No,DSL,No
9391-EOYLI,Male,1,Yes,No,12,Yes,No,Fiber optic,No
7108-DGVUU,Female,1,Yes,No,21,Yes,Yes,DSL,No
2782-JEEBU,Male,0,No,No,21,No,No phone service,DSL,No
5127-BZENZ,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes
2720-FVBQP,Female,0,Yes,Yes,6,Yes,Yes,DSL,No
9906-NHHVC,Female,1,No,No,65,No,No phone service,DSL,No
4522-XRWWI,Male,0,Yes,No,42,Yes,Yes,DSL,Yes
3766-EJLFL,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes
5939-SXWHM,Male,0,Yes,Yes,48,Yes,Yes,No,No internet service
8152-UOBNY,Female,1,No,No,50,Yes,Yes,Fiber optic,No
7351-KYHQH,Female,1,No,No,7,Yes,No,DSL,No
7643-RCHXS,Female,0,Yes,Yes,63,Yes,No,No,No internet service
8246-SHFGA,Male,0,No,No,17,Yes,No,No,No internet service
8387-MOJJT,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No
0620-XEFWH,Male,0,Yes,Yes,4,Yes,No,No,No internet service
6485-QXWWE,Female,0,No,Yes,62,Yes,Yes,No,No internet service
2761-OCIAX,Male,1,No,No,2,Yes,No,Fiber optic,No
7321-VGNKU,Female,0,Yes,No,2,Yes,No,Fiber optic,No
5327-CNLUQ,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes
7552-KEYGT,Male,0,Yes,No,27,Yes,No,No,No internet service
5816-JMLGY,Female,0,Yes,Yes,70,Yes,No,DSL,No
3068-OMWZA,Male,1,No,No,1,Yes,Yes,Fiber optic,No
2927-QRRQV,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No
6032-KRXXO,Male,0,No,No,30,Yes,No,Fiber optic,No
7459-RRWQZ,Female,0,No,No,15,Yes,Yes,DSL,Yes
6265-SXWBU,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No
7941-RCJOW,Male,0,No,No,65,Yes,No,No,No internet service
6374-NTQLP,Male,1,Yes,Yes,72,Yes,No,Fiber optic,Yes
4154-AQUGT,Male,1,Yes,No,13,Yes,No,Fiber optic,No
2387-KDZQY,Male,0,No,No,17,Yes,No,No,No internet service
3584-WKTTW,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes
3399-BMLVW,Male,0,Yes,Yes,51,Yes,No,DSL,Yes
1971-DTCZB,Female,0,Yes,No,72,Yes,Yes,DSL,Yes
3092-IGHWF,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No
3374-PZLXD,Male,0,No,No,34,Yes,No,No,No internet service
3813-DHBBB,Male,0,Yes,No,67,No,No phone service,DSL,Yes
2812-REYAT,Female,0,Yes,No,49,Yes,No,No,No internet service
6518-PPLMZ,Male,0,Yes,Yes,53,Yes,No,No,No internet service
4939-KYYPY,Male,0,No,No,27,Yes,Yes,DSL,No
8017-LXHFA,Female,1,No,No,23,Yes,No,Fiber optic,No
5930-GBIWP,Male,0,No,No,69,Yes,Yes,DSL,Yes
6022-KOUQO,Female,0,Yes,Yes,2,No,No phone service,DSL,No
6352-TWCAU,Female,0,No,No,35,Yes,Yes,Fiber optic,No
2361-UPSND,Female,0,Yes,No,46,Yes,No,DSL,Yes
6035-RIIOM,Female,0,No,No,54,Yes,Yes,Fiber optic,No
2929-QNSRW,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No
1262-OPMFY,Female,0,Yes,No,9,Yes,No,Fiber optic,No
9504-DSHWM,Male,0,No,No,20,Yes,Yes,DSL,Yes
5035-BVCXS,Male,0,No,No,11,Yes,No,Fiber optic,No
6267-DCFFZ,Female,1,Yes,No,30,Yes,Yes,Fiber optic,No
3533-UVMOM,Male,0,Yes,No,68,Yes,No,DSL,Yes
2439-LYPMQ,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No
4248-QPAVC,Female,1,Yes,No,17,Yes,Yes,Fiber optic,Yes
1899-VXWXM,Male,0,No,No,48,Yes,Yes,Fiber optic,No
1478-VPOAD,Female,0,No,No,1,Yes,No,DSL,No
9995-HOTOH,Male,0,Yes,Yes,63,No,No phone service,DSL,Yes
2988-PLAHS,Female,0,No,No,3,Yes,No,DSL,No
1371-OJCEK,Female,0,No,No,48,Yes,Yes,No,No internet service
4999-IEZLT,Male,0,No,No,66,No,No phone service,DSL,No
8883-ANODQ,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No
4690-LLKUA,Male,1,No,No,17,Yes,No,DSL,No
2351-RRBUE,Female,0,Yes,Yes,7,Yes,No,No,No internet service
5980-BDHPY,Male,0,Yes,No,72,Yes,Yes,DSL,Yes
1498-DQNRX,Female,0,Yes,No,29,Yes,No,No,No internet service
9469-WEJBT,Male,0,Yes,No,37,Yes,No,Fiber optic,No
3331-HQDTW,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes
9490-DFPMD,Female,1,No,No,42,Yes,Yes,Fiber optic,No
2581-VKIRT,Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes
5442-XSDCW,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No
7426-WEIJX,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes
2851-MMUTZ,Female,0,No,No,27,Yes,No,DSL,No
3049-NDXFL,Female,0,No,No,1,Yes,Yes,Fiber optic,No
8580-AECUZ,Male,1,No,No,1,Yes,No,Fiber optic,No
3307-TLCUD,Male,0,Yes,No,17,No,No phone service,DSL,Yes
6625-FLENO,Male,0,Yes,No,58,Yes,No,No,No internet service
2967-MXRAV,Male,0,Yes,Yes,1,Yes,No,No,No internet service
7963-GQRMY,Female,0,Yes,Yes,3,Yes,No,DSL,No
8189-HBVRW,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes
4163-KIUHY,Male,0,No,No,35,Yes,Yes,No,No internet service
1228-FZFRV,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes
3500-NSDOA,Male,0,Yes,Yes,68,Yes,Yes,DSL,No
1171-TYKUR,Male,0,Yes,No,47,Yes,Yes,No,No internet service
3761-FLYZI,Female,1,Yes,No,65,Yes,Yes,Fiber optic,No
2058-DCJBE,Male,0,No,No,5,Yes,No,Fiber optic,No
5364-XYIRR,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No
4829-AUOAX,Female,0,No,No,46,Yes,Yes,Fiber optic,No
1219-NNDDO,Female,0,No,No,9,Yes,Yes,Fiber optic,No
8388-DMKAE,Female,0,No,No,8,Yes,No,No,No internet service
4403-BWPAY,Male,0,No,No,14,Yes,Yes,No,No internet service
9659-QEQSY,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes
5405-ZMYXQ,Female,0,No,No,8,Yes,Yes,Fiber optic,No
5047-LHVLY,Male,1,No,Yes,1,Yes,No,DSL,No
1442-OKRJE,Male,0,Yes,Yes,66,Yes,No,Fiber optic,Yes
4737-AQCPU,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes
9158-VCTQB,Female,0,Yes,No,41,Yes,Yes,Fiber optic,Yes
2808-CHTDM,Female,0,Yes,Yes,23,Yes,Yes,No,No internet service
6311-UEUME,Female,0,No,No,29,Yes,No,Fiber optic,No
0793-TWELN,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes
3283-WCWXT,Male,0,Yes,Yes,6,Yes,Yes,No,No internet service
1060-ENTOF,Female,1,Yes,No,67,Yes,Yes,Fiber optic,Yes
0999-QXNSA,Male,1,No,Yes,7,Yes,No,DSL,No
5451-MHQOF,Male,0,Yes,Yes,56,Yes,Yes,No,No internet service
4836-WNFNO,Female,0,Yes,No,72,Yes,Yes,No,No internet service
9225-BZLNZ,Male,0,Yes,No,72,Yes,Yes,DSL,Yes
0354-VXMJC,Male,0,Yes,Yes,23,Yes,No,No,No internet service
4422-QVIJA,Female,0,No,Yes,35,Yes,Yes,DSL,No
9365-SRSZE,Male,1,Yes,No,27,Yes,No,Fiber optic,No
6839-ITVZJ,Female,0,Yes,Yes,26,Yes,Yes,DSL,No
8332-OSJDW,Male,0,Yes,Yes,12,Yes,Yes,No,No internet service
4735-BJKOU,Female,0,No,No,40,Yes,No,No,No internet service
0274-JKUJR,Male,0,Yes,Yes,7,No,No phone service,DSL,Yes
5740-YHGTW,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes
8917-SZTTJ,Male,0,Yes,Yes,60,Yes,No,No,No internet service
1696-MZVAU,Male,0,Yes,Yes,39,No,No phone service,DSL,No
7359-WWYJV,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes
0375-HVGXO,Female,0,No,No,1,No,No phone service,DSL,No
4906-ZHGPK,Male,0,Yes,Yes,54,Yes,Yes,DSL,No
8593-WHYHV,Male,0,No,No,3,Yes,Yes,Fiber optic,No
3795-GWTRD,Female,0,Yes,Yes,63,Yes,No,DSL,Yes
1298-PHBTI,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No
6223-DHJGV,Female,0,No,No,42,Yes,No,No,No internet service
6961-MJKBO,Male,0,No,No,47,Yes,No,No,No internet service
6097-EQISJ,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No
4423-YLHDV,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes
8158-WPEZG,Male,0,No,No,11,No,No phone service,DSL,No
0107-YHINA,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No
4918-FYJNT,Female,1,Yes,No,55,Yes,Yes,Fiber optic,No
0727-BNRLG,Male,0,No,No,69,Yes,Yes,Fiber optic,No
4854-CIDCF,Female,1,No,No,3,Yes,No,Fiber optic,No
8640-SDGKB,Male,0,No,No,4,Yes,No,DSL,No
3280-MRDOF,Male,1,No,No,30,Yes,Yes,DSL,No
6435-SRWBJ,Female,0,No,No,5,Yes,Yes,Fiber optic,No
9964-WBQDJ,Female,0,Yes,No,71,Yes,Yes,No,No internet service
6303-KFWSL,Female,0,No,No,29,Yes,Yes,DSL,No
1702-CCFNJ,Male,0,Yes,No,52,Yes,Yes,DSL,No
8932-CZHRQ,Male,0,No,No,68,Yes,Yes,DSL,Yes
0386-CWRGM,Female,0,Yes,Yes,46,Yes,No,No,No internet service
5515-RUGKN,Male,0,No,No,8,Yes,No,DSL,No
0404-AHASP,Male,0,Yes,No,72,Yes,No,No,No internet service
7279-NMVJC,Female,0,No,No,17,Yes,No,No,No internet service
2081-VEYEH,Male,0,No,No,3,Yes,No,Fiber optic,No
6407-UTSLV,Female,1,No,No,2,Yes,No,Fiber optic,No
4116-TZAQJ,Female,0,No,No,9,Yes,No,Fiber optic,Yes
9060-HJJRW,Female,0,No,No,51,No,No phone service,DSL,No
2587-YNLES,Female,0,Yes,Yes,6,Yes,No,No,No internet service
7398-SKNQZ,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No
5935-FCCNB,Female,1,No,No,17,Yes,Yes,Fiber optic,No
1958-RNRKS,Male,0,Yes,No,30,Yes,Yes,DSL,No
5136-RGMZO,Male,0,No,No,31,Yes,Yes,DSL,No
8345-MVDYC,Female,0,No,No,45,Yes,No,DSL,Yes
8226-BXGES,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes
3877-JRJIP,Male,0,No,No,1,Yes,Yes,DSL,No
8375-DKEBR,Female,1,No,No,1,Yes,No,Fiber optic,No
9705-IOVQQ,Male,1,Yes,Yes,61,Yes,Yes,Fiber optic,No
1015-OWJKI,Male,0,No,No,1,Yes,No,No,No internet service
7511-YMXVQ,Male,0,No,No,9,No,No phone service,DSL,No
2040-XBAVJ,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes
7551-JOHTI,Female,0,No,No,1,Yes,No,No,No internet service
8887-IPQNC,Female,0,Yes,No,7,Yes,No,DSL,No
8646-JCOMS,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No
9804-ICWBG,Male,0,No,No,1,Yes,No,Fiber optic,No
1222-KJNZD,Male,0,Yes,Yes,40,Yes,No,No,No internet service
0106-GHRQR,Male,0,No,No,16,Yes,Yes,DSL,No
5318-IXUZF,Female,0,No,No,2,Yes,No,Fiber optic,No
3768-VHXQO,Male,0,Yes,No,67,Yes,Yes,No,No internet service
8952-WCVCD,Female,0,Yes,No,41,Yes,No,Fiber optic,Yes
2418-TPEUN,Female,0,Yes,Yes,56,Yes,No,No,No internet service
3963-RYFNS,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes
3198-VELRD,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No
8540-ZQGEA,Female,0,Yes,No,54,Yes,No,No,No internet service
1320-REHCS,Male,1,No,No,52,Yes,Yes,Fiber optic,No
4137-JOPHL,Female,0,No,No,50,Yes,No,Fiber optic,No
9436-ZBZCT,Male,0,No,No,14,Yes,Yes,Fiber optic,No
7801-CEDNV,Male,0,Yes,No,27,Yes,No,DSL,Yes
2057-BOYKM,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes
3658-QQJYD,Male,0,No,No,62,Yes,No,DSL,Yes
1803-BGNBD,Female,0,No,No,12,Yes,No,DSL,No
0134-XWXCE,Female,1,No,No,44,Yes,No,DSL,No
6950-TWMYB,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No
5848-FHRFC,Female,0,No,No,68,Yes,No,No,No internet service
2243-FNMMI,Male,0,No,No,20,Yes,No,No,No internet service
2511-MORQY,Male,0,Yes,Yes,50,Yes,Yes,DSL,No
5356-KZCKT,Male,0,No,No,58,Yes,Yes,No,No internet service
9470-XCCEM,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No
6519-CFDBX,Female,0,No,No,2,Yes,No,DSL,No
3902-MIVLE,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes
0409-WTMPL,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes
8763-KIAFH,Female,0,Yes,Yes,27,Yes,No,No,No internet service
3669-WHAFY,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes
3055-VTCGS,Female,0,No,No,63,Yes,No,DSL,No
3144-KMTWZ,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No
7279-BUYWN,Female,1,No,No,41,Yes,Yes,Fiber optic,Yes
7156-MHUGY,Male,1,No,No,13,Yes,No,Fiber optic,No
7198-GLXTC,Male,0,No,No,2,Yes,No,Fiber optic,No
2007-QVGAW,Female,0,Yes,Yes,68,Yes,No,No,No internet service
5207-PLSTK,Male,0,Yes,Yes,1,Yes,No,DSL,Yes
2307-FYNNL,Male,1,No,No,65,Yes,Yes,Fiber optic,Yes
5605-XNWEN,Male,1,Yes,No,72,Yes,Yes,No,No internet service
2155-AMQRX,Female,0,No,No,28,Yes,Yes,DSL,No
6181-AXXYF,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service
5091-HFAZW,Female,0,No,No,2,Yes,No,Fiber optic,Yes
0516-VRYBW,Female,0,No,Yes,18,Yes,No,No,No internet service
2519-LBNQL,Male,1,Yes,No,60,Yes,Yes,Fiber optic,No
8623-ULFNQ,Female,1,No,No,26,Yes,Yes,DSL,No
8380-PEFPE,Male,0,No,Yes,1,Yes,No,Fiber optic,No
5687-DKDTV,Female,0,No,No,4,Yes,No,No,No internet service
1568-LJSZU,Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes
7530-HDYDS,Female,0,No,No,38,Yes,No,Fiber optic,No
7789-HKSBS,Female,1,Yes,No,42,Yes,Yes,Fiber optic,Yes
7416-CKTEP,Female,0,Yes,No,57,Yes,No,No,No internet service
2586-CWXVV,Male,0,Yes,No,54,No,No phone service,DSL,No
3096-IZETN,Female,0,No,No,12,Yes,No,Fiber optic,No
2348-KCJLT,Female,0,Yes,No,44,Yes,No,DSL,Yes
8401-EMUWF,Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes
4193-IBKSW,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service
5377-NDTOU,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes
5922-ABDVO,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No
2474-LCNUE,Female,0,Yes,No,23,Yes,Yes,DSL,No
0839-QNXME,Female,0,No,No,30,Yes,No,No,No internet service
3506-OVLKD,Male,0,No,No,35,Yes,Yes,No,No internet service
9172-ANCRX,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes
6650-VJONK,Male,0,No,No,1,Yes,No,DSL,No
2178-PMGCJ,Male,0,No,No,22,Yes,No,Fiber optic,No
7492-TAFJD,Male,0,Yes,Yes,7,No,No phone service,DSL,Yes
2773-MADBQ,Female,0,No,No,36,No,No phone service,DSL,Yes
6016-LVTJQ,Female,0,Yes,Yes,34,Yes,No,No,No internet service
7860-KSUGX,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes
8966-KZXXA,Male,0,Yes,Yes,36,Yes,Yes,No,No internet service
6910-HADCM,Female,0,No,No,1,Yes,No,Fiber optic,No
4816-LXZYW,Female,0,No,No,23,Yes,Yes,Fiber optic,No
9606-PBKBQ,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No
5149-QYTTU,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes
2070-XYMFH,Female,1,No,No,23,Yes,Yes,Fiber optic,No
2085-BOJKI,Male,0,Yes,No,17,Yes,No,Fiber optic,No
0817-HSUSE,Male,0,No,No,1,Yes,No,DSL,No
5442-PPTJY,Male,0,Yes,Yes,12,Yes,No,No,No internet service
1927-QEWMY,Female,0,Yes,No,72,Yes,No,No,No internet service
1663-MHLHE,Male,0,No,No,1,Yes,No,No,No internet service
5663-QBGIS,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No
4450-MDZFX,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No
6701-DHKWQ,Female,0,Yes,Yes,61,No,No phone service,DSL,No
7554-AKDQF,Female,0,Yes,No,6,Yes,No,DSL,No
3536-IQCTX,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No
4911-BANWH,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No
8496-EJAUI,Male,0,No,No,19,Yes,No,Fiber optic,No
0794-YVSGE,Male,0,Yes,Yes,72,Yes,No,No,No internet service
5423-BHIXO,Female,0,No,No,32,Yes,Yes,DSL,No
6908-VVYHM,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No
2959-EEXWB,Female,0,Yes,Yes,45,No,No phone service,DSL,Yes
1839-UMACK,Male,0,No,No,42,Yes,Yes,No,No internet service
3030-YDNRM,Male,0,No,No,8,Yes,Yes,Fiber optic,No
7321-KKSDU,Male,0,No,Yes,32,Yes,No,No,No internet service
3402-XRIUO,Female,1,Yes,No,22,Yes,Yes,DSL,Yes
3132-TVFDZ,Male,1,Yes,No,57,No,No phone service,DSL,No
8286-AFUYI,Male,0,No,No,1,Yes,No,DSL,Yes
8080-DDEMJ,Male,1,No,No,1,Yes,No,DSL,No
8356-WUAOJ,Female,0,Yes,No,1,Yes,No,DSL,No
6365-MTGZX,Male,0,No,No,24,Yes,No,Fiber optic,No
1349-WXNGG,Male,0,No,No,1,Yes,No,No,No internet service
8058-DMYRU,Male,1,No,No,54,Yes,Yes,Fiber optic,No
9350-ZXYJC,Female,0,No,No,4,Yes,Yes,No,No internet service
6990-YNRIO,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes
8958-JPTRR,Female,0,Yes,No,56,Yes,Yes,No,No internet service
6959-GQEGV,Male,0,No,No,45,Yes,No,DSL,Yes
3173-WSSUE,Female,0,Yes,Yes,71,Yes,No,No,No internet service
1265-HVPZB,Male,0,Yes,No,59,Yes,No,DSL,Yes
4115-UMJFQ,Male,0,No,No,69,No,No phone service,DSL,No
7369-TRPFD,Male,0,No,No,19,Yes,No,No,No internet service
1098-KFQEC,Female,0,Yes,Yes,55,Yes,No,No,No internet service
7190-XHTWJ,Female,0,No,No,38,Yes,No,No,No internet service
0621-TWIEM,Male,0,No,No,10,Yes,No,DSL,No
3537-RYBHH,Female,1,Yes,No,47,Yes,Yes,DSL,Yes
2485-ITVKB,Female,0,Yes,No,2,No,No phone service,DSL,No
3669-OYSJI,Male,0,No,No,1,Yes,No,DSL,No
1612-EOHDH,Female,0,No,No,1,Yes,No,DSL,No
6702-OHFWR,Male,1,No,No,1,No,No phone service,DSL,No
5296-BFCYD,Male,0,Yes,Yes,46,Yes,No,No,No internet service
4510-PYUSH,Female,1,No,No,38,Yes,No,DSL,Yes
9359-JANWS,Female,0,Yes,No,65,Yes,No,DSL,Yes
7517-SAWMO,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes
4143-HHPMK,Male,0,No,No,52,Yes,No,Fiber optic,No
3279-DYZQM,Male,0,Yes,Yes,71,Yes,No,No,No internet service
7054-LGEQW,Female,0,No,No,1,Yes,No,DSL,No
0523-VNGTF,Female,1,No,No,52,No,No phone service,DSL,No
9575-IWCAZ,Male,0,Yes,No,6,Yes,Yes,No,No internet service
7105-MXJLL,Female,1,Yes,No,26,Yes,No,DSL,No
7064-FRRSW,Male,1,No,No,48,Yes,Yes,Fiber optic,No
7940-UQQUG,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes
0923-PNFUB,Female,0,No,No,3,Yes,No,Fiber optic,No
3961-SXAXY,Male,0,No,No,1,Yes,No,DSL,No
7010-BRBUU,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service
3566-HJGPK,Male,0,No,No,1,Yes,No,DSL,No
3062-ICYZQ,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes
9938-PRCVK,Female,0,Yes,Yes,41,Yes,No,No,No internet service
0973-KYVNF,Female,0,Yes,Yes,72,Yes,No,DSL,Yes
5129-HHMZC,Female,0,Yes,No,43,Yes,Yes,DSL,Yes
9637-CDTKZ,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes
3946-JEWRQ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No
7873-CVMAW,Male,0,No,No,72,Yes,Yes,DSL,Yes
0463-WZZKO,Male,0,No,No,3,Yes,No,No,No internet service
3494-JCHRQ,Male,0,No,No,1,Yes,No,Fiber optic,No
6474-FVJLC,Male,0,No,No,2,Yes,Yes,Fiber optic,No
4524-QCSSM,Male,0,No,No,26,No,No phone service,DSL,Yes
5832-EXGTT,Male,0,Yes,Yes,29,Yes,No,DSL,Yes
8840-DQLGN,Female,1,Yes,No,35,Yes,Yes,Fiber optic,Yes
2039-JONDJ,Male,0,No,No,27,Yes,No,DSL,Yes
7217-JYHOQ,Male,0,Yes,Yes,24,Yes,No,DSL,Yes
6695-FRVEC,Male,0,Yes,Yes,67,Yes,No,DSL,Yes
4547-LYTDD,Female,0,No,No,16,Yes,Yes,Fiber optic,No
9894-QMIMJ,Female,0,No,No,23,Yes,No,DSL,No
8069-YQQAJ,Male,0,No,No,14,No,No phone service,DSL,No
6770-XUAGN,Female,0,Yes,Yes,1,Yes,No,No,No internet service
4193-ORFCL,Female,1,No,No,1,Yes,No,DSL,No
1636-NTNCO,Male,1,No,No,4,No,No phone service,DSL,No
3466-WAESX,Male,0,No,Yes,16,Yes,Yes,DSL,Yes
9281-PKKZE,Female,0,Yes,No,46,No,No phone service,DSL,No
3638-VBZTA,Male,0,No,Yes,68,Yes,Yes,DSL,Yes
7459-IMVYU,Male,0,No,No,38,Yes,Yes,DSL,Yes
7776-QWNFX,Male,1,Yes,No,30,Yes,No,DSL,No
6689-TCZHQ,Female,1,No,No,5,Yes,No,Fiber optic,No
8563-OYMQY,Male,0,No,No,17,Yes,No,Fiber optic,No
0754-EEBDC,Male,0,Yes,Yes,4,Yes,No,No,No internet service
5777-ZPQNC,Female,0,No,No,12,Yes,No,No,No internet service
